colour	x	key	showSelectedlegendcolour	PANEL	group
#FF0000	0.738693467336684	pred	prediction	1	110
#FF0000	0.763819095477387	pred	prediction	1	111
#FF0000	0.788944723618091	pred	prediction	1	112
#FF0000	0.814070351758794	pred	prediction	1	113
#FF0000	0.839195979899498	pred	prediction	1	114
#FF0000	0.864321608040201	pred	prediction	1	115
#FF0000	0.889447236180905	pred	prediction	1	116
#FF0000	0.914572864321608	pred	prediction	1	117
#FF0000	0.939698492462312	pred	prediction	1	118
#FF0000	0.964824120603015	pred	prediction	1	119
#FF0000	0.989949748743719	pred	prediction	1	120
#FF0000	1.01507537688442	pred	prediction	1	121
#FF0000	1.04020100502513	pred	prediction	1	122
#FF0000	1.06532663316583	pred	prediction	1	123
#FF0000	1.09045226130653	pred	prediction	1	124
#FF0000	1.11557788944724	pred	prediction	1	125
#FF0000	1.14070351758794	pred	prediction	1	126
#FF0000	1.16582914572864	pred	prediction	1	127
#FF0000	1.19095477386935	pred	prediction	1	128
#FF0000	1.21608040201005	pred	prediction	1	129
#FF0000	1.24120603015075	pred	prediction	1	130
#FF0000	1.26633165829146	pred	prediction	1	131
#FF0000	1.29145728643216	pred	prediction	1	132
#FF0000	1.31658291457286	pred	prediction	1	133
#FF0000	1.34170854271357	pred	prediction	1	134
#FF0000	1.36683417085427	pred	prediction	1	135
#FF0000	1.39195979899498	pred	prediction	1	136
#FF0000	1.41708542713568	pred	prediction	1	137
#FF0000	1.44221105527638	pred	prediction	1	138
#FF0000	1.46733668341709	pred	prediction	1	139
#FF0000	1.49246231155779	pred	prediction	1	140
#FF0000	1.51758793969849	pred	prediction	1	141
#FF0000	1.5427135678392	pred	prediction	1	142
#FF0000	1.5678391959799	pred	prediction	1	143
#FF0000	1.5929648241206	pred	prediction	1	144
#FF0000	1.61809045226131	pred	prediction	1	145
#FF0000	1.64321608040201	pred	prediction	1	146
#FF0000	1.66834170854271	pred	prediction	1	147
#FF0000	1.69346733668342	pred	prediction	1	148
#FF0000	1.71859296482412	pred	prediction	1	149
#FF0000	1.74371859296482	pred	prediction	1	150
#FF0000	1.76884422110553	pred	prediction	1	151
#FF0000	1.79396984924623	pred	prediction	1	152
#FF0000	1.81909547738693	pred	prediction	1	153
#FF0000	1.84422110552764	pred	prediction	1	154
#FF0000	1.86934673366834	pred	prediction	1	155
#FF0000	1.89447236180905	pred	prediction	1	156
#FF0000	1.91959798994975	pred	prediction	1	157
#FF0000	1.94472361809045	pred	prediction	1	158
#FF0000	1.96984924623116	pred	prediction	1	159
#FF0000	1.99497487437186	pred	prediction	1	160
#FF0000	2.02010050251256	pred	prediction	1	161
#FF0000	2.04522613065327	pred	prediction	1	162
#FF0000	2.07035175879397	pred	prediction	1	163
#FF0000	2.09547738693467	pred	prediction	1	164
#FF0000	2.12060301507538	pred	prediction	1	165
#FF0000	2.14572864321608	pred	prediction	1	166
#FF0000	2.17085427135678	pred	prediction	1	167
#FF0000	2.19597989949749	pred	prediction	1	168
#FF0000	2.22110552763819	pred	prediction	1	169
#FF0000	2.24623115577889	pred	prediction	1	170
#FF0000	2.2713567839196	pred	prediction	1	171
#FF0000	2.2964824120603	pred	prediction	1	172
#FF0000	2.32160804020101	pred	prediction	1	173
#FF0000	2.34673366834171	pred	prediction	1	174
#FF0000	2.37185929648241	pred	prediction	1	175
#FF0000	2.39698492462312	pred	prediction	1	176
#FF0000	2.42211055276382	pred	prediction	1	177
#FF0000	2.44723618090452	pred	prediction	1	178
#FF0000	2.47236180904523	pred	prediction	1	179
#FF0000	2.49748743718593	pred	prediction	1	180
#FF0000	2.52261306532663	pred	prediction	1	181
#FF0000	2.54773869346734	pred	prediction	1	182
#FF0000	2.57286432160804	pred	prediction	1	183
#FF0000	2.59798994974874	pred	prediction	1	184
#FF0000	2.62311557788945	pred	prediction	1	185
#FF0000	2.64824120603015	pred	prediction	1	186
#FF0000	2.67336683417085	pred	prediction	1	187
#FF0000	2.69849246231156	pred	prediction	1	188
#FF0000	2.72361809045226	pred	prediction	1	189
#FF0000	2.74874371859296	pred	prediction	1	190
#FF0000	2.77386934673367	pred	prediction	1	191
#FF0000	2.79899497487437	pred	prediction	1	192
#FF0000	2.82412060301508	pred	prediction	1	193
#FF0000	2.84924623115578	pred	prediction	1	194
#FF0000	2.87437185929648	pred	prediction	1	195
#FF0000	2.89949748743719	pred	prediction	1	196
#FF0000	2.92462311557789	pred	prediction	1	197
#FF0000	2.94974874371859	pred	prediction	1	198
#FF0000	2.9748743718593	pred	prediction	1	199
#FF0000	3	pred	prediction	1	200
#FF0000	-2	pred	prediction	2	201
#FF0000	-1.9748743718593	pred	prediction	2	202
#FF0000	-1.94974874371859	pred	prediction	2	203
#FF0000	-1.92462311557789	pred	prediction	2	204
#FF0000	-1.89949748743719	pred	prediction	2	205
#FF0000	-1.87437185929648	pred	prediction	2	206
#FF0000	-1.84924623115578	pred	prediction	2	207
#FF0000	-1.82412060301508	pred	prediction	2	208
#FF0000	-1.79899497487437	pred	prediction	2	209
#FF0000	-1.77386934673367	pred	prediction	2	210
#FF0000	-1.74874371859296	pred	prediction	2	211
#FF0000	-1.72361809045226	pred	prediction	2	212
#FF0000	-1.69849246231156	pred	prediction	2	213
#FF0000	-1.67336683417085	pred	prediction	2	214
#FF0000	-1.64824120603015	pred	prediction	2	215
#FF0000	-1.62311557788945	pred	prediction	2	216
#FF0000	-1.59798994974874	pred	prediction	2	217
#FF0000	-1.57286432160804	pred	prediction	2	218
#FF0000	-1.54773869346734	pred	prediction	2	219
#FF0000	-1.52261306532663	pred	prediction	2	220
#FF0000	-1.49748743718593	pred	prediction	2	221
#FF0000	-1.47236180904523	pred	prediction	2	222
#FF0000	-1.44723618090452	pred	prediction	2	223
#FF0000	-1.42211055276382	pred	prediction	2	224
#FF0000	-1.39698492462312	pred	prediction	2	225
#FF0000	-1.37185929648241	pred	prediction	2	226
#FF0000	-1.34673366834171	pred	prediction	2	227
#FF0000	-1.32160804020101	pred	prediction	2	228
#FF0000	-1.2964824120603	pred	prediction	2	229
#FF0000	-1.2713567839196	pred	prediction	2	230
#FF0000	-1.24623115577889	pred	prediction	2	231
#FF0000	-1.22110552763819	pred	prediction	2	232
#FF0000	-1.19597989949749	pred	prediction	2	233
#FF0000	-1.17085427135678	pred	prediction	2	234
#FF0000	-1.14572864321608	pred	prediction	2	235
#FF0000	-1.12060301507538	pred	prediction	2	236
#FF0000	-1.09547738693467	pred	prediction	2	237
#FF0000	-1.07035175879397	pred	prediction	2	238
#FF0000	-1.04522613065327	pred	prediction	2	239
#FF0000	-1.02010050251256	pred	prediction	2	240
#FF0000	-0.994974874371859	pred	prediction	2	241
#FF0000	-0.969849246231156	pred	prediction	2	242
#FF0000	-0.944723618090452	pred	prediction	2	243
#FF0000	-0.919597989949749	pred	prediction	2	244
#FF0000	-0.894472361809045	pred	prediction	2	245
#FF0000	-0.869346733668342	pred	prediction	2	246
#FF0000	-0.844221105527638	pred	prediction	2	247
#FF0000	-0.819095477386935	pred	prediction	2	248
#FF0000	-0.793969849246231	pred	prediction	2	249
#FF0000	-0.768844221105528	pred	prediction	2	250
#FF0000	-0.743718592964824	pred	prediction	2	251
#FF0000	-0.71859296482412	pred	prediction	2	252
#FF0000	-0.693467336683417	pred	prediction	2	253
#FF0000	-0.668341708542713	pred	prediction	2	254
#FF0000	-0.64321608040201	pred	prediction	2	255
#FF0000	-0.618090452261306	pred	prediction	2	256
#FF0000	-0.592964824120603	pred	prediction	2	257
#FF0000	-0.567839195979899	pred	prediction	2	258
#FF0000	-0.542713567839196	pred	prediction	2	259
#FF0000	-0.517587939698492	pred	prediction	2	260
#FF0000	-0.492462311557789	pred	prediction	2	261
#FF0000	-0.467336683417085	pred	prediction	2	262
#FF0000	-0.442211055276382	pred	prediction	2	263
#FF0000	-0.417085427135678	pred	prediction	2	264
#FF0000	-0.391959798994975	pred	prediction	2	265
#FF0000	-0.366834170854271	pred	prediction	2	266
#FF0000	-0.341708542713568	pred	prediction	2	267
#FF0000	-0.316582914572864	pred	prediction	2	268
#FF0000	-0.291457286432161	pred	prediction	2	269
#FF0000	-0.266331658291457	pred	prediction	2	270
#FF0000	-0.241206030150754	pred	prediction	2	271
#FF0000	-0.21608040201005	pred	prediction	2	272
#FF0000	-0.190954773869347	pred	prediction	2	273
#FF0000	-0.165829145728643	pred	prediction	2	274
#FF0000	-0.14070351758794	pred	prediction	2	275
#FF0000	-0.115577889447236	pred	prediction	2	276
#FF0000	-0.0904522613065326	pred	prediction	2	277
#FF0000	-0.0653266331658291	pred	prediction	2	278
#FF0000	-0.0402010050251256	pred	prediction	2	279
#FF0000	-0.0150753768844221	pred	prediction	2	280
#FF0000	0.0100502512562817	pred	prediction	2	281
#FF0000	0.0351758793969852	pred	prediction	2	282
#FF0000	0.0603015075376887	pred	prediction	2	283
#FF0000	0.0854271356783922	pred	prediction	2	284
#FF0000	0.110552763819096	pred	prediction	2	285
#FF0000	0.135678391959799	pred	prediction	2	286
#FF0000	0.160804020100503	pred	prediction	2	287
#FF0000	0.185929648241206	pred	prediction	2	288
#FF0000	0.21105527638191	pred	prediction	2	289
#FF0000	0.236180904522613	pred	prediction	2	290
#FF0000	0.261306532663317	pred	prediction	2	291
#FF0000	0.28643216080402	pred	prediction	2	292
#FF0000	0.311557788944724	pred	prediction	2	293
#FF0000	0.336683417085427	pred	prediction	2	294
#FF0000	0.361809045226131	pred	prediction	2	295
#FF0000	0.386934673366834	pred	prediction	2	296
#FF0000	0.412060301507538	pred	prediction	2	297
#FF0000	0.437185929648241	pred	prediction	2	298
#FF0000	0.462311557788945	pred	prediction	2	299
#FF0000	0.487437185929648	pred	prediction	2	300
#FF0000	0.512562814070352	pred	prediction	2	301
#FF0000	0.537688442211055	pred	prediction	2	302
#FF0000	0.562814070351759	pred	prediction	2	303
#FF0000	0.587939698492463	pred	prediction	2	304
#FF0000	0.613065326633166	pred	prediction	2	305
#FF0000	0.63819095477387	pred	prediction	2	306
#FF0000	0.663316582914573	pred	prediction	2	307
#FF0000	0.688442211055277	pred	prediction	2	308
#FF0000	0.71356783919598	pred	prediction	2	309
#FF0000	0.738693467336684	pred	prediction	2	310
#FF0000	0.763819095477387	pred	prediction	2	311
#FF0000	0.788944723618091	pred	prediction	2	312
#FF0000	0.814070351758794	pred	prediction	2	313
#FF0000	0.839195979899498	pred	prediction	2	314
#FF0000	0.864321608040201	pred	prediction	2	315
#FF0000	0.889447236180905	pred	prediction	2	316
#FF0000	0.914572864321608	pred	prediction	2	317
#FF0000	0.939698492462312	pred	prediction	2	318
#FF0000	0.964824120603015	pred	prediction	2	319
#FF0000	0.989949748743719	pred	prediction	2	320
#FF0000	1.01507537688442	pred	prediction	2	321
#FF0000	1.04020100502513	pred	prediction	2	322
#FF0000	1.06532663316583	pred	prediction	2	323
#FF0000	1.09045226130653	pred	prediction	2	324
#FF0000	1.11557788944724	pred	prediction	2	325
#FF0000	1.14070351758794	pred	prediction	2	326
#FF0000	1.16582914572864	pred	prediction	2	327
#FF0000	1.19095477386935	pred	prediction	2	328
#FF0000	1.21608040201005	pred	prediction	2	329
#FF0000	1.24120603015075	pred	prediction	2	330
#FF0000	1.26633165829146	pred	prediction	2	331
#FF0000	1.29145728643216	pred	prediction	2	332
#FF0000	1.31658291457286	pred	prediction	2	333
#FF0000	1.34170854271357	pred	prediction	2	334
#FF0000	1.36683417085427	pred	prediction	2	335
#FF0000	1.39195979899498	pred	prediction	2	336
#FF0000	1.41708542713568	pred	prediction	2	337
#FF0000	1.44221105527638	pred	prediction	2	338
#FF0000	1.46733668341709	pred	prediction	2	339
#FF0000	1.49246231155779	pred	prediction	2	340
#FF0000	1.51758793969849	pred	prediction	2	341
#FF0000	1.5427135678392	pred	prediction	2	342
#FF0000	1.5678391959799	pred	prediction	2	343
#FF0000	1.5929648241206	pred	prediction	2	344
#FF0000	1.61809045226131	pred	prediction	2	345
#FF0000	1.64321608040201	pred	prediction	2	346
#FF0000	1.66834170854271	pred	prediction	2	347
#FF0000	1.69346733668342	pred	prediction	2	348
#FF0000	1.71859296482412	pred	prediction	2	349
#FF0000	1.74371859296482	pred	prediction	2	350
#FF0000	1.76884422110553	pred	prediction	2	351
#FF0000	1.79396984924623	pred	prediction	2	352
#FF0000	1.81909547738693	pred	prediction	2	353
#FF0000	1.84422110552764	pred	prediction	2	354
#FF0000	1.86934673366834	pred	prediction	2	355
#FF0000	1.89447236180905	pred	prediction	2	356
#FF0000	1.91959798994975	pred	prediction	2	357
#FF0000	1.94472361809045	pred	prediction	2	358
#FF0000	1.96984924623116	pred	prediction	2	359
#FF0000	1.99497487437186	pred	prediction	2	360
#FF0000	2.02010050251256	pred	prediction	2	361
#FF0000	2.04522613065327	pred	prediction	2	362
#FF0000	2.07035175879397	pred	prediction	2	363
#FF0000	2.09547738693467	pred	prediction	2	364
#FF0000	2.12060301507538	pred	prediction	2	365
#FF0000	2.14572864321608	pred	prediction	2	366
#FF0000	2.17085427135678	pred	prediction	2	367
#FF0000	2.19597989949749	pred	prediction	2	368
#FF0000	2.22110552763819	pred	prediction	2	369
#FF0000	2.24623115577889	pred	prediction	2	370
#FF0000	2.2713567839196	pred	prediction	2	371
#FF0000	2.2964824120603	pred	prediction	2	372
#FF0000	2.32160804020101	pred	prediction	2	373
#FF0000	2.34673366834171	pred	prediction	2	374
#FF0000	2.37185929648241	pred	prediction	2	375
#FF0000	2.39698492462312	pred	prediction	2	376
#FF0000	2.42211055276382	pred	prediction	2	377
#FF0000	2.44723618090452	pred	prediction	2	378
#FF0000	2.47236180904523	pred	prediction	2	379
#FF0000	2.49748743718593	pred	prediction	2	380
#FF0000	2.52261306532663	pred	prediction	2	381
#FF0000	2.54773869346734	pred	prediction	2	382
#FF0000	2.57286432160804	pred	prediction	2	383
#FF0000	2.59798994974874	pred	prediction	2	384
#FF0000	2.62311557788945	pred	prediction	2	385
#FF0000	2.64824120603015	pred	prediction	2	386
#FF0000	2.67336683417085	pred	prediction	2	387
#FF0000	2.69849246231156	pred	prediction	2	388
#FF0000	2.72361809045226	pred	prediction	2	389
#FF0000	2.74874371859296	pred	prediction	2	390
#FF0000	2.77386934673367	pred	prediction	2	391
#FF0000	2.79899497487437	pred	prediction	2	392
#FF0000	2.82412060301508	pred	prediction	2	393
#FF0000	2.84924623115578	pred	prediction	2	394
#FF0000	2.87437185929648	pred	prediction	2	395
#FF0000	2.89949748743719	pred	prediction	2	396
#FF0000	2.92462311557789	pred	prediction	2	397
#FF0000	2.94974874371859	pred	prediction	2	398
#FF0000	2.9748743718593	pred	prediction	2	399
#FF0000	3	pred	prediction	2	400
#FF0000	-2	pred	prediction	3	401
#FF0000	-1.9748743718593	pred	prediction	3	402
#FF0000	-1.94974874371859	pred	prediction	3	403
#FF0000	-1.92462311557789	pred	prediction	3	404
#FF0000	-1.89949748743719	pred	prediction	3	405
#FF0000	-1.87437185929648	pred	prediction	3	406
#FF0000	-1.84924623115578	pred	prediction	3	407
#FF0000	-1.82412060301508	pred	prediction	3	408
#FF0000	-1.79899497487437	pred	prediction	3	409
#FF0000	-1.77386934673367	pred	prediction	3	410
#FF0000	-1.74874371859296	pred	prediction	3	411
#FF0000	-1.72361809045226	pred	prediction	3	412
#FF0000	-1.69849246231156	pred	prediction	3	413
#FF0000	-1.67336683417085	pred	prediction	3	414
#FF0000	-1.64824120603015	pred	prediction	3	415
#FF0000	-1.62311557788945	pred	prediction	3	416
#FF0000	-1.59798994974874	pred	prediction	3	417
#FF0000	-1.57286432160804	pred	prediction	3	418
#FF0000	-1.54773869346734	pred	prediction	3	419
#FF0000	-1.52261306532663	pred	prediction	3	420
#FF0000	-1.49748743718593	pred	prediction	3	421
#FF0000	-1.47236180904523	pred	prediction	3	422
#FF0000	-1.44723618090452	pred	prediction	3	423
#FF0000	-1.42211055276382	pred	prediction	3	424
#FF0000	-1.39698492462312	pred	prediction	3	425
#FF0000	-1.37185929648241	pred	prediction	3	426
#FF0000	-1.34673366834171	pred	prediction	3	427
#FF0000	-1.32160804020101	pred	prediction	3	428
#FF0000	-1.2964824120603	pred	prediction	3	429
#FF0000	-1.2713567839196	pred	prediction	3	430
#FF0000	-1.24623115577889	pred	prediction	3	431
#FF0000	-1.22110552763819	pred	prediction	3	432
#FF0000	-1.19597989949749	pred	prediction	3	433
#FF0000	-1.17085427135678	pred	prediction	3	434
#FF0000	-1.14572864321608	pred	prediction	3	435
#FF0000	-1.12060301507538	pred	prediction	3	436
#FF0000	-1.09547738693467	pred	prediction	3	437
#FF0000	-1.07035175879397	pred	prediction	3	438
#FF0000	-1.04522613065327	pred	prediction	3	439
#FF0000	-1.02010050251256	pred	prediction	3	440
#FF0000	-0.994974874371859	pred	prediction	3	441
#FF0000	-0.969849246231156	pred	prediction	3	442
#FF0000	-0.944723618090452	pred	prediction	3	443
#FF0000	-0.919597989949749	pred	prediction	3	444
#FF0000	-0.894472361809045	pred	prediction	3	445
#FF0000	-0.869346733668342	pred	prediction	3	446
#FF0000	-0.844221105527638	pred	prediction	3	447
#FF0000	-0.819095477386935	pred	prediction	3	448
#FF0000	-0.793969849246231	pred	prediction	3	449
#FF0000	-0.768844221105528	pred	prediction	3	450
#FF0000	-0.743718592964824	pred	prediction	3	451
#FF0000	-0.71859296482412	pred	prediction	3	452
#FF0000	-0.693467336683417	pred	prediction	3	453
#FF0000	-0.668341708542713	pred	prediction	3	454
#FF0000	-0.64321608040201	pred	prediction	3	455
#FF0000	-0.618090452261306	pred	prediction	3	456
#FF0000	-0.592964824120603	pred	prediction	3	457
#FF0000	-0.567839195979899	pred	prediction	3	458
#FF0000	-0.542713567839196	pred	prediction	3	459
#FF0000	-0.517587939698492	pred	prediction	3	460
#FF0000	-0.492462311557789	pred	prediction	3	461
#FF0000	-0.467336683417085	pred	prediction	3	462
#FF0000	-0.442211055276382	pred	prediction	3	463
#FF0000	-0.417085427135678	pred	prediction	3	464
#FF0000	-0.391959798994975	pred	prediction	3	465
#FF0000	-0.366834170854271	pred	prediction	3	466
#FF0000	-0.341708542713568	pred	prediction	3	467
#FF0000	-0.316582914572864	pred	prediction	3	468
#FF0000	-0.291457286432161	pred	prediction	3	469
#FF0000	-0.266331658291457	pred	prediction	3	470
#FF0000	-0.241206030150754	pred	prediction	3	471
#FF0000	-0.21608040201005	pred	prediction	3	472
#FF0000	-0.190954773869347	pred	prediction	3	473
#FF0000	-0.165829145728643	pred	prediction	3	474
#FF0000	-0.14070351758794	pred	prediction	3	475
#FF0000	-0.115577889447236	pred	prediction	3	476
#FF0000	-0.0904522613065326	pred	prediction	3	477
#FF0000	-0.0653266331658291	pred	prediction	3	478
#FF0000	-0.0402010050251256	pred	prediction	3	479
#FF0000	-0.0150753768844221	pred	prediction	3	480
#FF0000	0.0100502512562817	pred	prediction	3	481
#FF0000	0.0351758793969852	pred	prediction	3	482
#FF0000	0.0603015075376887	pred	prediction	3	483
#FF0000	0.0854271356783922	pred	prediction	3	484
#FF0000	0.110552763819096	pred	prediction	3	485
#FF0000	0.135678391959799	pred	prediction	3	486
#FF0000	0.160804020100503	pred	prediction	3	487
#FF0000	0.185929648241206	pred	prediction	3	488
#FF0000	0.21105527638191	pred	prediction	3	489
#FF0000	0.236180904522613	pred	prediction	3	490
#FF0000	0.261306532663317	pred	prediction	3	491
#FF0000	0.28643216080402	pred	prediction	3	492
#FF0000	0.311557788944724	pred	prediction	3	493
#FF0000	0.336683417085427	pred	prediction	3	494
#FF0000	0.361809045226131	pred	prediction	3	495
#FF0000	0.386934673366834	pred	prediction	3	496
#FF0000	0.412060301507538	pred	prediction	3	497
#FF0000	0.437185929648241	pred	prediction	3	498
#FF0000	0.462311557788945	pred	prediction	3	499
#FF0000	0.487437185929648	pred	prediction	3	500
#FF0000	0.512562814070352	pred	prediction	3	501
#FF0000	0.537688442211055	pred	prediction	3	502
#FF0000	0.562814070351759	pred	prediction	3	503
#FF0000	0.587939698492463	pred	prediction	3	504
#FF0000	0.613065326633166	pred	prediction	3	505
#FF0000	0.63819095477387	pred	prediction	3	506
#FF0000	0.663316582914573	pred	prediction	3	507
#FF0000	0.688442211055277	pred	prediction	3	508
#FF0000	0.71356783919598	pred	prediction	3	509
#FF0000	0.738693467336684	pred	prediction	3	510
#FF0000	0.763819095477387	pred	prediction	3	511
#FF0000	0.788944723618091	pred	prediction	3	512
#FF0000	0.814070351758794	pred	prediction	3	513
#FF0000	0.839195979899498	pred	prediction	3	514
#FF0000	0.864321608040201	pred	prediction	3	515
#FF0000	0.889447236180905	pred	prediction	3	516
#FF0000	0.914572864321608	pred	prediction	3	517
#FF0000	0.939698492462312	pred	prediction	3	518
#FF0000	0.964824120603015	pred	prediction	3	519
#FF0000	0.989949748743719	pred	prediction	3	520
#FF0000	1.01507537688442	pred	prediction	3	521
#FF0000	1.04020100502513	pred	prediction	3	522
#FF0000	1.06532663316583	pred	prediction	3	523
#FF0000	1.09045226130653	pred	prediction	3	524
#FF0000	1.11557788944724	pred	prediction	3	525
#FF0000	1.14070351758794	pred	prediction	3	526
#FF0000	1.16582914572864	pred	prediction	3	527
#FF0000	1.19095477386935	pred	prediction	3	528
#FF0000	1.21608040201005	pred	prediction	3	529
#FF0000	1.24120603015075	pred	prediction	3	530
#FF0000	1.26633165829146	pred	prediction	3	531
#FF0000	1.29145728643216	pred	prediction	3	532
#FF0000	1.31658291457286	pred	prediction	3	533
#FF0000	1.34170854271357	pred	prediction	3	534
#FF0000	1.36683417085427	pred	prediction	3	535
#FF0000	1.39195979899498	pred	prediction	3	536
#FF0000	1.41708542713568	pred	prediction	3	537
#FF0000	1.44221105527638	pred	prediction	3	538
#FF0000	1.46733668341709	pred	prediction	3	539
#FF0000	1.49246231155779	pred	prediction	3	540
#FF0000	1.51758793969849	pred	prediction	3	541
#FF0000	1.5427135678392	pred	prediction	3	542
#FF0000	1.5678391959799	pred	prediction	3	543
#FF0000	1.5929648241206	pred	prediction	3	544
#FF0000	1.61809045226131	pred	prediction	3	545
#FF0000	1.64321608040201	pred	prediction	3	546
#FF0000	1.66834170854271	pred	prediction	3	547
#FF0000	1.69346733668342	pred	prediction	3	548
