colour	x	y	group	showSelectedlegendcolour	PANEL
#000000	41	1.87764731933578	2	validation	2
#000000	42	1.94392904529304	2	validation	2
#000000	43	1.98579220347844	2	validation	2
#000000	44	2.03156121364823	2	validation	2
#000000	45	2.08757237049451	2	validation	2
#000000	46	2.1	2	validation	2
#000000	47	2.1	2	validation	2
#000000	48	2.1	2	validation	2
#000000	49	2.1	2	validation	2
#000000	50	2.1	2	validation	2
#7F7F7F	1	0	1	train	3
#7F7F7F	2	0.516199056859698	1	train	3
#7F7F7F	3	0.658142472166305	1	train	3
#7F7F7F	4	0.765669618878746	1	train	3
#7F7F7F	5	0.774162035569004	1	train	3
#7F7F7F	6	0.866436626794005	1	train	3
#7F7F7F	7	0.972883594184719	1	train	3
#7F7F7F	8	0.979678265701649	1	train	3
#7F7F7F	9	1.0087155393835	1	train	3
#7F7F7F	10	1.02082157951109	1	train	3
#7F7F7F	11	1.12974773020752	1	train	3
#7F7F7F	12	1.17023163819191	1	train	3
#7F7F7F	13	1.1987317852264	1	train	3
#7F7F7F	14	1.27657964792932	1	train	3
#7F7F7F	15	1.35088847095296	1	train	3
#7F7F7F	16	1.37493437543147	1	train	3
#7F7F7F	17	1.40147899431638	1	train	3
#7F7F7F	18	1.43394588487769	1	train	3
#7F7F7F	19	1.51445510256284	1	train	3
#7F7F7F	20	1.63447178481414	1	train	3
#7F7F7F	21	1.72000670372861	1	train	3
#7F7F7F	22	1.75989352072571	1	train	3
#7F7F7F	23	1.81054159904114	1	train	3
#7F7F7F	24	1.82816039817985	1	train	3
#7F7F7F	25	1.89242779402666	1	train	3
#7F7F7F	26	1.92063119034091	1	train	3
#7F7F7F	27	1.95673023437056	1	train	3
#7F7F7F	28	2.00729914384815	1	train	3
#7F7F7F	29	2.1	1	train	3
#7F7F7F	30	2.1	1	train	3
#7F7F7F	31	2.1	1	train	3
#7F7F7F	32	2.1	1	train	3
#7F7F7F	33	2.1	1	train	3
#7F7F7F	34	2.1	1	train	3
#7F7F7F	35	2.1	1	train	3
#7F7F7F	36	2.1	1	train	3
#7F7F7F	37	2.1	1	train	3
#7F7F7F	38	2.1	1	train	3
#7F7F7F	39	2.1	1	train	3
#7F7F7F	40	2.1	1	train	3
#7F7F7F	41	2.1	1	train	3
#7F7F7F	42	2.1	1	train	3
#7F7F7F	43	2.1	1	train	3
#7F7F7F	44	2.1	1	train	3
#7F7F7F	45	2.1	1	train	3
#7F7F7F	46	2.1	1	train	3
#7F7F7F	47	2.1	1	train	3
#7F7F7F	48	2.1	1	train	3
#7F7F7F	49	2.1	1	train	3
#7F7F7F	50	2.1	1	train	3
#000000	1	2.1	2	validation	3
#000000	2	1.4215992855687	2	validation	3
#000000	3	1.13714901191905	2	validation	3
#000000	4	1.04265102391613	2	validation	3
#000000	5	1.00672315612014	2	validation	3
#000000	6	1.11577090937256	2	validation	3
#000000	7	1.21754390072936	2	validation	3
#000000	8	1.3460525007481	2	validation	3
#000000	9	1.47202900599641	2	validation	3
#000000	10	1.52624779495273	2	validation	3
#000000	11	1.73790419924858	2	validation	3
#000000	12	1.85648202165199	2	validation	3
#000000	13	1.82495726561472	2	validation	3
#000000	14	1.93971511861192	2	validation	3
#000000	15	2.07777412667104	2	validation	3
#000000	16	2.1	2	validation	3
#000000	17	2.1	2	validation	3
#000000	18	2.1	2	validation	3
#000000	19	2.1	2	validation	3
#000000	20	2.1	2	validation	3
#000000	21	2.1	2	validation	3
#000000	22	2.1	2	validation	3
#000000	23	2.1	2	validation	3
#000000	24	2.1	2	validation	3
#000000	25	2.1	2	validation	3
#000000	26	2.1	2	validation	3
#000000	27	2.1	2	validation	3
#000000	28	2.1	2	validation	3
#000000	29	2.1	2	validation	3
#000000	30	2.1	2	validation	3
#000000	31	2.1	2	validation	3
#000000	32	2.1	2	validation	3
#000000	33	2.1	2	validation	3
#000000	34	2.1	2	validation	3
#000000	35	2.1	2	validation	3
#000000	36	2.1	2	validation	3
#000000	37	2.1	2	validation	3
#000000	38	2.1	2	validation	3
#000000	39	2.1	2	validation	3
#000000	40	2.1	2	validation	3
#000000	41	2.1	2	validation	3
#000000	42	2.1	2	validation	3
#000000	43	2.1	2	validation	3
#000000	44	2.1	2	validation	3
#000000	45	2.1	2	validation	3
#000000	46	2.1	2	validation	3
#000000	47	2.1	2	validation	3
#000000	48	2.1	2	validation	3
#000000	49	2.1	2	validation	3
#000000	50	2.1	2	validation	3
#7F7F7F	1	0	1	train	4
#7F7F7F	2	0.659301775649466	1	train	4
#7F7F7F	3	0.87618415704944	1	train	4
#7F7F7F	4	1.08961310081753	1	train	4
#7F7F7F	5	1.1781425405989	1	train	4
#7F7F7F	6	1.28596227443461	1	train	4
#7F7F7F	7	1.24408846204989	1	train	4
#7F7F7F	8	1.2981919507326	1	train	4
#7F7F7F	9	1.33367979612085	1	train	4
#7F7F7F	10	1.30617993583005	1	train	4
#7F7F7F	11	1.30289438784509	1	train	4
#7F7F7F	12	1.2568484823622	1	train	4
#7F7F7F	13	1.26185791266707	1	train	4
#7F7F7F	14	1.33964709865188	1	train	4
#7F7F7F	15	1.31667859697974	1	train	4
#7F7F7F	16	1.36347965852005	1	train	4
#7F7F7F	17	1.37242445381943	1	train	4
#7F7F7F	18	1.40926634799842	1	train	4
#7F7F7F	19	1.47070920528028	1	train	4
#7F7F7F	20	1.51025084070905	1	train	4
#7F7F7F	21	1.55811809256435	1	train	4
#7F7F7F	22	1.59362997595094	1	train	4
#7F7F7F	23	1.57590261005094	1	train	4
#7F7F7F	24	1.56660971951972	1	train	4
#7F7F7F	25	1.61233169616391	1	train	4
#7F7F7F	26	1.64125713501618	1	train	4
#7F7F7F	27	1.70444600943851	1	train	4
#7F7F7F	28	1.78889988855636	1	train	4
#7F7F7F	29	1.86909407777228	1	train	4
#7F7F7F	30	1.97426514271196	1	train	4
#7F7F7F	31	2.03828870263776	1	train	4
#7F7F7F	32	2.1	1	train	4
#7F7F7F	33	2.1	1	train	4
#7F7F7F	34	2.1	1	train	4
#7F7F7F	35	2.1	1	train	4
#7F7F7F	36	2.1	1	train	4
#7F7F7F	37	2.1	1	train	4
#7F7F7F	38	2.1	1	train	4
#7F7F7F	39	2.1	1	train	4
#7F7F7F	40	2.1	1	train	4
#7F7F7F	41	2.1	1	train	4
#7F7F7F	42	2.1	1	train	4
#7F7F7F	43	2.1	1	train	4
#7F7F7F	44	2.1	1	train	4
#7F7F7F	45	2.1	1	train	4
#7F7F7F	46	2.1	1	train	4
#7F7F7F	47	2.1	1	train	4
#7F7F7F	48	2.1	1	train	4
#7F7F7F	49	2.1	1	train	4
#7F7F7F	50	2.1	1	train	4
#000000	1	1.86615288869884	2	validation	4
#000000	2	1.84741482607176	2	validation	4
#000000	3	1.62315368621872	2	validation	4
#000000	4	1.43508608866307	2	validation	4
#000000	5	1.37815459901463	2	validation	4
#000000	6	1.38332004558443	2	validation	4
#000000	7	1.35443124701198	2	validation	4
#000000	8	1.41689100901697	2	validation	4
#000000	9	1.424270567524	2	validation	4
#000000	10	1.37600441847755	2	validation	4
#000000	11	1.30954678100379	2	validation	4
#000000	12	1.31420383048323	2	validation	4
#000000	13	1.30049981854982	2	validation	4
#000000	14	1.31001194869991	2	validation	4
#000000	15	1.35902706024627	2	validation	4
#000000	16	1.4392953670703	2	validation	4
#000000	17	1.47637983585691	2	validation	4
#000000	18	1.48840246663578	2	validation	4
#000000	19	1.45973999415113	2	validation	4
#000000	20	1.42494922024183	2	validation	4
#000000	21	1.39058700119357	2	validation	4
#000000	22	1.40306353933431	2	validation	4
#000000	23	1.40804438695785	2	validation	4
#000000	24	1.42857187792057	2	validation	4
#000000	25	1.43722902299323	2	validation	4
#000000	26	1.45181295192681	2	validation	4
#000000	27	1.5189359273771	2	validation	4
#000000	28	1.59110032837404	2	validation	4
#000000	29	1.66281714358604	2	validation	4
#000000	30	1.7483701791124	2	validation	4
#000000	31	1.80739732222091	2	validation	4
#000000	32	1.93106418352775	2	validation	4
#000000	33	1.98881853980981	2	validation	4
#000000	34	2.03797220031455	2	validation	4
#000000	35	2.1	2	validation	4
#000000	36	2.1	2	validation	4
#000000	37	2.1	2	validation	4
#000000	38	2.1	2	validation	4
#000000	39	2.1	2	validation	4
#000000	40	2.1	2	validation	4
#000000	41	2.1	2	validation	4
#000000	42	2.1	2	validation	4
#000000	43	2.1	2	validation	4
#000000	44	2.1	2	validation	4
#000000	45	2.1	2	validation	4
#000000	46	2.1	2	validation	4
#000000	47	2.1	2	validation	4
#000000	48	2.1	2	validation	4
#000000	49	2.1	2	validation	4
#000000	50	2.1	2	validation	4
