colour	x	y	showSelectedlegendcolour	PANEL
#000000	6	0.785676550900434	validation	1
#000000	14	1.36946907366612	validation	2
#000000	5	1.00672315612014	validation	3
#000000	13	1.30049981854982	validation	4
